#,Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,top100,top20,Top50_Indicator
54,2020,Mark Mathias,MIL,16,36,0,2,4,1,0.0,0.194,0.083,0.345,0.278,0.278,0.361,0.275,0.265,69.0,0.3,-1.1,-0.2,0.0,,,0
55,2020,Óscar Hernández,KCR,4,4,0,1,0,0,0.0,0.25,0.0,0.667,0.5,0.5,0.5,0.441,0.319,182.0,-0.2,0.2,-0.1,0.0,,,0
56,2020,Jack Mayfield,HOU,21,47,0,5,3,0,0.043,0.298,0.024,0.276,0.19,0.239,0.214,0.207,0.211,25.0,0.2,-4.1,2.6,0.0,,,0
57,2020,Gavin Lux,LAD,19,69,3,8,8,1,0.087,0.275,0.175,0.195,0.175,0.246,0.349,0.259,0.266,61.0,0.4,-3.0,0.7,0.0,1.0,1.0,1
58,2020,Austin Allen,OAK,14,32,1,1,3,0,0.031,0.438,0.129,0.313,0.194,0.219,0.323,0.233,0.168,47.0,-0.3,-2.4,1.4,0.0,,,0
59,2020,Alex Jackson,ATL,5,7,0,0,0,0,0.0,0.571,0.143,0.667,0.286,0.286,0.429,0.303,0.213,85.0,0.0,-0.1,0.1,0.0,,,0
60,2020,Brian O'Grady,TBR,2,5,0,2,0,1,0.0,0.2,0.2,0.5,0.4,0.4,0.6,0.424,0.367,178.0,0.2,0.6,-0.7,0.0,,,0
61,2020,Kelvin Gutiérrez,KCR,4,12,0,0,0,0,0.25,0.5,0.0,0.333,0.111,0.333,0.111,0.248,0.292,50.0,0.0,-0.8,0.3,0.0,,,0
62,2020,Zach McKinstry,LAD,4,7,0,1,0,0,0.0,0.429,0.143,0.5,0.286,0.286,0.429,0.303,0.258,89.0,0.0,-0.1,-0.1,0.0,,,0
63,2020,Jahmai Jones,LAA,3,7,0,2,1,0,0.0,0.286,0.0,0.6,0.429,0.429,0.429,0.378,0.331,140.0,0.0,0.3,-0.5,0.0,1.0,,0
64,2020,Justin Williams,STL,3,6,0,0,0,0,0.167,0.333,0.0,0.333,0.2,0.333,0.2,0.264,0.247,65.0,0.0,-0.3,0.0,0.0,,,0
65,2020,LaMonte Wade Jr.,MIN,16,44,0,3,1,1,0.091,0.205,0.077,0.3,0.231,0.318,0.308,0.285,0.266,79.0,-0.3,-1.4,-0.5,0.0,,,0
66,2020,Deivy Grullón,BOS,1,4,0,0,1,0,0.25,0.25,0.0,0.5,0.333,0.5,0.333,0.395,0.332,148.0,0.0,0.2,-0.3,0.0,,,0
67,2020,Estevan Florial,NYY,1,3,0,0,0,0,0.0,0.667,0.0,1.0,0.333,0.333,0.333,0.294,0.304,85.0,0.0,-0.1,0.0,0.0,1.0,,0
68,2020,Ian Miller,CHC,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0
69,2020,Andrew Young,ARI,12,34,1,3,4,0,0.147,0.294,0.192,0.267,0.192,0.382,0.385,0.35,0.361,117.0,0.1,0.9,-2.2,0.0,,,0
70,2020,Terrance Gore,LAD,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,-0.1,0.0,,,0
71,2020,Nick Heath,KCR,15,18,0,2,3,2,0.111,0.333,0.077,0.286,0.154,0.313,0.231,0.265,0.326,61.0,-0.4,-1.2,0.3,0.0,,,0
72,2020,John Nogowski,STL,1,4,0,0,0,0,0.0,0.25,0.0,0.333,0.25,0.25,0.25,0.221,0.16,37.0,0.1,-0.3,0.0,0.0,,,0
73,2020,Aaron Whitefield,MIN,3,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,-100.0,0.0,-0.3,0.0,0.0,,,0
74,2020,Pavin Smith,ARI,12,44,1,7,4,1,0.114,0.182,0.135,0.3,0.27,0.341,0.405,0.32,0.357,97.0,-0.9,-1.0,-0.8,0.0,1.0,,0
75,2020,José Briceño,LAA,2,6,0,0,0,0,0.167,0.167,0.0,0.25,0.2,0.333,0.2,0.264,0.354,62.0,0.0,-0.3,-0.2,0.0,,,0
76,2020,Jaylin Davis,SFG,4,12,1,2,1,0,0.0,0.5,0.25,0.2,0.167,0.167,0.417,0.238,0.252,47.0,0.0,-0.9,0.2,0.0,,,0
77,2020,Luis Alexander Basabe,SFG,9,18,0,5,1,2,0.222,0.278,0.0,0.222,0.143,0.333,0.143,0.253,0.281,57.0,-0.7,-1.7,0.7,0.0,,,0
78,2020,Cristian Pache,ATL,2,4,0,0,0,0,0.0,0.5,0.0,0.5,0.25,0.25,0.25,0.221,0.082,31.0,0.0,-0.4,0.0,0.0,1.0,1.0,1
79,2020,Yermín Mercedes,CHW,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232,-100.0,0.0,-0.3,-0.1,0.0,,,0
80,2020,Jake Noll,WSN,7,17,0,2,0,0,0.0,0.235,0.059,0.462,0.353,0.353,0.412,0.332,0.255,106.0,0.0,0.1,-0.9,0.0,,,0
81,2020,Patrick Wisdom,CHC,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-100.0,0.0,-0.5,0.0,0.0,,,0
82,2020,Andrew Knizner,STL,8,17,0,1,4,0,0.0,0.294,0.063,0.333,0.25,0.235,0.313,0.229,0.317,42.0,-0.2,-1.5,0.2,-0.1,,,0
83,2020,Max Schrock,STL,11,17,1,1,1,0,0.0,0.353,0.176,0.2,0.176,0.176,0.353,0.22,0.204,37.0,0.0,-1.4,0.1,-0.1,,,0
84,2020,Evan White,SEA,54,202,8,19,26,1,0.089,0.416,0.17,0.264,0.176,0.252,0.346,0.261,0.292,67.0,-0.4,-8.6,0.6,-0.1,1.0,,0
85,2020,Luis González,CHW,3,2,0,1,0,0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.364,0.364,132.0,0.1,0.1,-0.9,-0.1,,,0
86,2020,Anthony Alford,2 Tms,18,29,2,5,7,3,0.034,0.276,0.286,0.222,0.214,0.241,0.5,0.306,0.228,88.0,0.9,0.5,-2.2,-0.1,1.0,,1
87,2020,Adolis García,TEX,3,7,0,0,0,0,0.143,0.571,0.0,0.0,0.0,0.143,0.0,0.1,0.121,-49.0,0.0,-1.3,0.2,-0.1,,,0
88,2020,Dylan Carlson,STL,35,119,3,11,16,1,0.067,0.294,0.164,0.26,0.2,0.252,0.364,0.264,0.314,66.0,-0.3,-5.5,-0.5,-0.1,1.0,1.0,1
89,2020,Donovan Walton,SEA,5,14,0,0,3,0,0.071,0.357,0.077,0.25,0.154,0.214,0.231,0.201,0.22,26.0,-0.4,-1.7,0.4,-0.1,,,0
90,2020,Michael Hermosillo,LAA,7,10,0,0,2,1,0.1,0.1,0.0,0.25,0.25,0.3,0.25,0.246,0.185,50.0,0.2,-0.4,-0.8,-0.1,,,0
91,2020,Ramón Urías,BAL,10,27,1,3,3,0,0.074,0.222,0.2,0.444,0.36,0.407,0.56,0.413,0.392,164.0,-1.1,1.1,-2.8,-0.1,,,0
92,2020,Will Craig,PIT,2,4,0,0,0,0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.303,-100.0,0.0,-1.1,-0.1,-0.1,,,0
93,2020,Jason Martin,PIT,7,11,0,2,0,0,0.182,0.364,0.0,0.0,0.0,0.182,0.0,0.127,0.168,-29.0,0.1,-1.7,0.3,-0.1,,,0
94,2020,Mark Payton,CIN,8,20,0,0,0,1,0.1,0.25,0.056,0.231,0.167,0.25,0.222,0.22,0.196,26.0,0.2,-1.7,-0.2,-0.1,,,0
95,2020,Ali Sánchez,NYM,5,10,0,0,0,0,0.1,0.3,0.0,0.167,0.111,0.2,0.111,0.158,0.106,-2.0,0.0,-1.3,0.0,-0.1,,,0
96,2020,Jared Oliva,PIT,6,16,0,0,0,1,0.0,0.375,0.0,0.3,0.188,0.188,0.188,0.165,0.206,-4.0,0.2,-2.0,0.2,-0.1,,,0
97,2020,Seth Brown,OAK,7,5,0,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.247,-100.0,0.0,-1.3,0.0,-0.1,,,0
98,2020,Eric Haase,DET,7,19,0,1,2,0,0.053,0.316,0.0,0.25,0.176,0.211,0.176,0.176,0.297,5.0,-0.1,-2.3,0.3,-0.1,,,0
99,2020,Sergio Alcántara,DET,10,23,1,2,1,0,0.087,0.174,0.238,0.125,0.143,0.217,0.381,0.253,0.2,57.0,0.2,-1.0,-1.1,-0.1,,,0
100,2020,Jonah Heim,OAK,13,41,0,5,5,0,0.073,0.073,0.0,0.229,0.211,0.268,0.211,0.223,0.299,41.0,-0.1,-3.1,0.4,-0.1,,,0
101,2020,Monte Harrison,MIA,32,51,1,8,3,6,0.078,0.51,0.085,0.35,0.17,0.235,0.255,0.222,0.226,36.0,1.6,-2.6,0.0,-0.1,1.0,,0
102,2020,Mickey Moniak,PHI,8,18,0,3,0,0,0.222,0.333,0.0,0.375,0.214,0.389,0.214,0.302,0.345,86.0,0.2,-0.1,-1.6,-0.1,1.0,1.0,1
103,2020,Braden Bishop,SEA,12,34,0,2,4,1,0.059,0.294,0.067,0.25,0.167,0.242,0.233,0.22,0.206,38.0,0.3,-2.3,-0.2,-0.1,,,0
104,2020,Jorge Mateo,SDP,22,28,0,4,2,1,0.036,0.393,0.115,0.267,0.154,0.185,0.269,0.196,0.259,21.0,0.5,-2.3,-0.1,-0.1,1.0,,0
105,2020,Derek Hill,DET,15,12,0,3,0,0,0.083,0.5,0.0,0.2,0.091,0.167,0.091,0.132,0.167,-26.0,0.2,-1.7,-0.2,-0.1,,,0
106,2020,Joe Hudson,SEA,9,20,0,0,0,0,0.1,0.25,0.0,0.25,0.176,0.263,0.176,0.213,0.189,33.0,0.0,-1.7,-0.7,-0.2,,,0
107,2020,Garrett Stubbs,HOU,14,10,0,1,1,0,0.0,0.0,0.0,0.111,0.125,0.111,0.125,0.098,0.229,-49.0,-0.5,-2.4,0.4,-0.2,,,0
108,2020,Yadiel Hernandez,WSN,12,28,1,3,6,0,0.036,0.429,0.231,0.286,0.192,0.214,0.423,0.26,0.227,58.0,-0.1,-1.6,-0.9,-0.2,,,0
109,2020,Jake Fraley,SEA,7,29,0,3,0,2,0.069,0.379,0.115,0.267,0.154,0.241,0.269,0.231,0.203,46.0,0.2,-1.7,-1.1,-0.2,,,0
110,2020,Eddy Alvarez,MIA,12,41,0,6,2,2,0.073,0.39,0.027,0.333,0.189,0.268,0.216,0.228,0.19,41.0,0.5,-2.6,-0.4,-0.2,,,0
111,2020,Daz Cameron,DET,17,59,0,4,3,1,0.034,0.322,0.07,0.289,0.193,0.22,0.263,0.212,0.22,29.0,-0.3,-5.4,0.8,-0.2,,,0
112,2020,Andrew Velazquez,BAL,40,77,0,11,3,4,0.13,0.299,0.048,0.25,0.159,0.274,0.206,0.231,0.242,39.0,0.1,-5.7,1.5,-0.2,,,0
113,2020,Daniel Johnson,CLE,5,13,0,0,0,0,0.077,0.385,0.0,0.143,0.083,0.154,0.083,0.074,0.19,-67.0,0.0,-2.7,0.0,-0.2,,,0
114,2020,Taylor Jones,HOU,7,22,1,3,3,0,0.045,0.318,0.19,0.231,0.19,0.227,0.381,0.258,0.277,60.0,-0.1,-1.2,-1.8,-0.2,,,0
115,2020,Carter Kieboom,WSN,33,122,0,15,9,0,0.139,0.27,0.01,0.299,0.202,0.344,0.212,0.275,0.274,68.0,-0.9,-6.0,0.4,-0.2,1.0,,1
116,2020,Jazz Chisholm Jr.,MIA,21,62,2,8,6,2,0.081,0.306,0.161,0.2,0.161,0.242,0.321,0.248,0.269,54.0,0.1,-3.6,-0.3,-0.2,1.0,,1
117,2020,Vimael Machín,OAK,24,71,0,11,0,0,0.113,0.141,0.032,0.245,0.206,0.296,0.238,0.25,0.338,60.0,0.2,-3.4,-1.5,-0.2,,,0
118,2020,Zack Collins,CHW,9,18,0,1,0,0,0.111,0.278,0.063,0.091,0.063,0.167,0.125,0.146,0.261,-17.0,0.0,-2.6,-0.6,-0.2,1.0,,0
119,2020,Lane Thomas,STL,18,40,1,5,2,0,0.1,0.325,0.139,0.136,0.111,0.2,0.25,0.203,0.213,25.0,-0.1,-3.9,-0.3,-0.2,,,0
120,2020,Rangel Ravelo,STL,13,41,1,5,6,0,0.098,0.146,0.114,0.167,0.171,0.244,0.286,0.233,0.27,45.0,0.1,-2.8,-1.5,-0.2,,,0
121,2020,Beau Taylor,CLE,7,24,0,1,2,0,0.083,0.375,0.0,0.083,0.048,0.13,0.048,0.099,0.165,-49.0,0.0,-4.5,0.9,-0.2,,,0
122,2020,Jonathan Araúz,BOS,25,80,1,8,9,0,0.1,0.263,0.069,0.34,0.25,0.325,0.319,0.291,0.325,77.0,0.0,-2.3,-2.4,-0.2,,,0
123,2020,Erick Mejia,KCR,8,16,0,1,0,1,0.0,0.438,0.071,0.143,0.071,0.071,0.143,0.088,0.076,-60.0,0.2,-2.9,-0.4,-0.3,,,0
124,2020,Nate Orf,OAK,6,7,0,1,0,0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.258,-100.0,0.0,-1.8,-1.2,-0.3,,,0
125,2020,Myles Straw,HOU,33,86,0,8,8,6,0.047,0.256,0.049,0.283,0.207,0.244,0.256,0.223,0.255,37.0,0.7,-6.0,0.0,-0.3,,,0
126,2020,Scott Heineman,TEX,24,54,1,6,7,3,0.037,0.204,0.115,0.175,0.154,0.185,0.269,0.197,0.241,17.0,0.4,-5.1,0.1,-0.3,,,0
127,2020,Isaac Paredes,DET,34,108,1,7,6,0,0.074,0.222,0.07,0.28,0.22,0.278,0.29,0.255,0.247,59.0,-0.1,-5.6,-2.1,-0.3,,,0
128,2020,Michael Pérez,TBR,38,93,1,7,13,0,0.075,0.29,0.071,0.228,0.167,0.237,0.238,0.217,0.303,36.0,-1.8,-9.1,3.5,-0.3,,,0
129,2020,Thairo Estrada,NYY,26,52,1,8,3,1,0.019,0.365,0.063,0.25,0.167,0.231,0.229,0.212,0.25,29.0,0.1,-4.4,-0.2,-0.3,,,0
130,2020,José Marmolejos,SEA,35,115,6,12,18,0,0.061,0.278,0.206,0.232,0.206,0.261,0.411,0.287,0.317,84.0,-1.6,-3.8,-3.6,-0.3,,,0
131,2020,Joe McCarthy,SFG,4,10,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.026,-100.0,0.0,-2.7,-1.1,-0.3,,,0
132,2020,Lewin Díaz,MIA,14,41,0,2,3,0,0.049,0.293,0.051,0.222,0.154,0.195,0.205,0.181,0.215,9.0,-0.1,-4.9,0.2,-0.3,,,0
133,2020,Kevin Cron,ARI,8,20,0,0,0,0,0.05,0.35,0.0,0.0,0.0,0.15,0.0,0.108,0.206,-43.0,0.0,-3.7,-0.7,-0.3,,,0
134,2020,Edward Olivares,2 Tms,31,101,3,9,10,0,0.04,0.248,0.135,0.29,0.24,0.267,0.375,0.275,0.286,70.0,-0.7,-4.5,-3.4,-0.4,,,0
135,2020,Tim Lopes,SEA,46,151,2,16,15,5,0.04,0.225,0.126,0.299,0.238,0.278,0.364,0.279,0.276,79.0,1.4,-2.6,-6.8,-0.4,,,0
136,2020,Eli White,TEX,19,52,0,5,3,1,0.058,0.308,0.042,0.273,0.188,0.231,0.229,0.207,0.262,24.0,-0.8,-5.6,-0.2,-0.4,,,0
137,2020,Nick Solak,TEX,58,233,2,27,23,7,0.077,0.18,0.077,0.32,0.268,0.326,0.344,0.297,0.318,86.0,0.9,-3.1,-9.6,-0.4,,,0
138,2020,Jesús Sánchez,MIA,10,29,0,1,2,0,0.138,0.379,0.04,0.071,0.04,0.172,0.08,0.139,0.246,-18.0,0.0,-4.4,-0.6,-0.4,,,1
139,2020,Brendan Rodgers,COL,7,21,0,1,2,0,0.0,0.286,0.048,0.133,0.095,0.095,0.143,0.101,0.124,-60.0,0.0,-4.3,-0.8,-0.4,1.0,1.0,1
140,2020,Joseph Odom,SEA,18,44,0,2,2,0,0.091,0.455,0.0,0.263,0.128,0.209,0.128,0.168,0.178,2.0,-0.4,-5.7,-0.4,-0.4,,,0
141,2020,Kyle Garlick,PHI,12,23,0,0,3,0,0.0,0.304,0.045,0.2,0.136,0.174,0.182,0.162,0.234,-7.0,-0.2,-3.3,-1.8,-0.4,,,0
142,2020,Luis García Jr.,WSN,40,139,2,18,16,1,0.036,0.209,0.09,0.34,0.276,0.302,0.366,0.291,0.296,79.0,-0.4,-4.2,-4.2,-0.4,1.0,,0
143,2020,Abraham Toro,HOU,33,97,3,13,9,1,0.031,0.237,0.126,0.164,0.149,0.237,0.276,0.234,0.284,43.0,0.1,-6.6,-1.6,-0.4,,,0
144,2020,Sherten Apostel,TEX,7,21,0,1,0,0,0.048,0.429,0.05,0.182,0.1,0.143,0.15,0.134,0.153,-25.0,0.0,-3.3,-2.5,-0.5,,,0
145,2020,Jose Barrero,CIN,24,68,0,4,2,1,0.015,0.382,0.0,0.317,0.194,0.206,0.194,0.179,0.223,-1.0,-0.1,-8.9,0.8,-0.5,,,0
146,2020,Reese McGuire,TOR,19,45,1,2,1,0,0.0,0.244,0.073,0.069,0.073,0.073,0.146,0.091,0.126,-59.0,0.0,-8.8,0.5,-0.7,,,0
147,2020,Jo Adell,LAA,38,132,3,9,7,0,0.053,0.417,0.105,0.258,0.161,0.212,0.266,0.212,0.229,26.0,-0.3,-12.3,-6.9,-1.4,1.0,1.0,1
1,2021,Randy Arozarena,TBR,141,604,20,94,69,20,0.093,0.281,0.185,0.363,0.274,0.356,0.459,0.35,0.304,127.0,1.7,21.8,-3.2,3.9,1.0,,1
2,2021,Jonathan India,CIN,150,631,21,98,69,12,0.113,0.223,0.19,0.326,0.269,0.376,0.459,0.363,0.352,122.0,-0.3,17.2,-4.3,3.4,1.0,,0
3,2021,Adolis García,TEX,149,622,31,77,90,16,0.051,0.312,0.212,0.306,0.243,0.286,0.454,0.314,0.299,99.0,0.1,-1.0,8.6,2.9,,,0
4,2021,Dylan Carlson,STL,149,619,18,79,65,2,0.092,0.246,0.172,0.332,0.266,0.343,0.437,0.336,0.322,111.0,0.0,9.0,-5.9,2.4,1.0,1.0,1
5,2021,Wander Franco,TBR,70,308,7,53,39,2,0.078,0.12,0.174,0.311,0.288,0.347,0.463,0.348,0.329,126.0,3.0,12.8,0.1,2.4,1.0,1.0,1
6,2021,Patrick Wisdom,CHC,106,375,28,54,61,4,0.085,0.408,0.287,0.318,0.231,0.305,0.518,0.346,0.321,117.0,-0.4,7.7,2.8,2.3,,,0
7,2021,Chas McCormick,HOU,108,320,14,47,50,4,0.078,0.325,0.19,0.341,0.257,0.319,0.447,0.327,0.311,108.0,-1.2,1.9,8.3,2.1,,,0
8,2021,Edmundo Sosa,STL,113,326,6,39,27,4,0.052,0.193,0.118,0.326,0.271,0.346,0.389,0.322,0.32,102.0,0.4,1.4,7.7,2.0,,,0
9,2021,Frank Schwindel,2 Tms,64,259,14,44,43,2,0.062,0.158,0.264,0.348,0.326,0.371,0.591,0.403,0.332,154.0,-0.9,17.0,-6.2,2.0,,,0
10,2021,LaMonte Wade Jr.,SFG,109,381,18,52,56,6,0.087,0.234,0.229,0.289,0.253,0.326,0.482,0.343,0.344,118.0,-0.4,8.1,-2.0,1.9,,,0
11,2021,Ke'Bryan Hayes,PIT,96,396,6,49,38,9,0.078,0.22,0.116,0.321,0.257,0.316,0.373,0.301,0.294,85.0,1.9,-5.4,10.8,1.9,1.0,1.0,1
12,2021,Daulton Varsho,ARI,95,315,11,41,38,6,0.095,0.213,0.19,0.286,0.246,0.318,0.437,0.322,0.323,100.0,2.9,2.9,4.7,1.8,1.0,,0
13,2021,Jazz Chisholm Jr.,MIA,124,507,18,70,53,23,0.067,0.286,0.177,0.319,0.248,0.303,0.425,0.312,0.307,94.0,5.0,0.8,0.3,1.8,1.0,,1
14,2021,Tyler Stephenson,CIN,132,402,10,56,45,0,0.102,0.187,0.146,0.333,0.286,0.366,0.431,0.346,0.324,111.0,-2.0,3.6,0.7,1.8,1.0,,0
15,2021,Akil Baddoo,DET,124,461,13,60,55,18,0.098,0.265,0.177,0.335,0.259,0.33,0.436,0.329,0.309,108.0,2.5,7.2,-6.1,1.7,,,0
16,2021,Tyrone Taylor,MIL,93,271,12,33,43,6,0.074,0.218,0.21,0.277,0.247,0.321,0.457,0.333,0.314,107.0,2.0,4.4,-0.2,1.3,,,0
17,2021,Nick Madrigal,CHW,54,215,2,30,21,1,0.051,0.079,0.12,0.324,0.305,0.349,0.425,0.335,0.289,112.0,1.3,4.4,0.9,1.3,1.0,,1
18,2021,Brendan Rodgers,COL,102,415,15,49,51,0,0.046,0.202,0.186,0.328,0.284,0.328,0.47,0.341,0.311,98.0,0.1,-0.9,-0.7,1.2,1.0,1.0,1
19,2021,Ryan Jeffers,MIN,85,293,14,28,35,0,0.075,0.369,0.202,0.269,0.199,0.27,0.401,0.289,0.299,83.0,-1.3,-7.3,9.5,1.2,,,0
20,2021,Seth Brown,OAK,111,307,20,43,48,4,0.075,0.29,0.267,0.23,0.214,0.274,0.48,0.315,0.318,104.0,-1.4,0.0,1.6,1.2,,,0
21,2021,Thairo Estrada,SFG,52,132,7,19,22,1,0.068,0.174,0.207,0.286,0.273,0.333,0.479,0.346,0.313,119.0,0.7,3.9,3.4,1.2,,,0
22,2021,Andy Ibáñez,TEX,76,272,7,31,25,0,0.055,0.129,0.158,0.297,0.277,0.321,0.435,0.325,0.32,106.0,-1.2,0.7,1.2,1.1,,,0
23,2021,Jake Fraley,SEA,78,265,9,27,36,10,0.174,0.268,0.159,0.265,0.21,0.352,0.369,0.322,0.335,109.0,1.7,4.5,-2.6,1.1,,,0
24,2021,Jake Meyers,HOU,49,163,6,22,28,3,0.061,0.307,0.178,0.352,0.26,0.323,0.438,0.328,0.321,109.0,0.7,2.6,2.5,1.1,,,0
25,2021,Ramón Urías,BAL,85,296,7,33,38,1,0.095,0.257,0.134,0.369,0.279,0.361,0.412,0.341,0.344,115.0,-0.8,4.5,-4.1,1.1,,,0
26,2021,Eric Haase,DET,98,381,22,48,61,2,0.068,0.312,0.228,0.278,0.231,0.286,0.459,0.316,0.322,100.0,-0.2,-0.3,-2.3,1.0,,,0
27,2021,Jake Rogers,DET,38,127,6,17,17,1,0.087,0.362,0.257,0.344,0.239,0.306,0.496,0.339,0.298,115.0,0.9,3.2,1.9,0.9,,,0
28,2021,Sergio Alcántara,CHC,89,255,5,30,17,3,0.118,0.29,0.123,0.28,0.205,0.303,0.327,0.279,0.275,73.0,1.0,-7.7,8.5,0.9,,,0
29,2021,Bryan De La Cruz,MIA,58,219,5,17,19,1,0.082,0.242,0.131,0.38,0.296,0.356,0.427,0.339,0.301,111.0,-0.6,2.4,-0.4,0.9,,,0
30,2021,Jesús Sánchez,MIA,64,251,14,27,36,0,0.08,0.311,0.238,0.316,0.251,0.319,0.489,0.339,0.333,111.0,-1.4,2.1,-1.3,0.9,,,1
31,2021,Lane Thomas,2 Tms,77,264,7,35,28,6,0.14,0.239,0.177,0.293,0.235,0.341,0.412,0.328,0.322,104.0,0.6,1.9,-1.7,0.9,,,0
32,2021,Connor Joe,COL,63,211,8,23,35,0,0.123,0.194,0.184,0.323,0.285,0.379,0.469,0.366,0.37,114.0,-0.3,3.6,-1.7,0.9,,,0
33,2021,Ryan Mountcastle,BAL,144,586,33,77,89,4,0.07,0.275,0.232,0.297,0.255,0.309,0.487,0.335,0.326,111.0,-0.4,7.4,-19.1,0.8,1.0,,0
34,2021,Tres Barrera,WSN,30,107,2,8,10,0,0.112,0.206,0.121,0.328,0.264,0.374,0.385,0.333,0.311,107.0,-0.3,0.7,3.5,0.8,,,0
35,2021,Yu Chang,CLE,89,251,9,32,39,1,0.044,0.275,0.198,0.281,0.228,0.267,0.426,0.294,0.282,87.0,1.9,-2.0,1.0,0.8,,,0
36,2021,Pavin Smith,ARI,145,545,11,68,49,1,0.077,0.194,0.137,0.319,0.267,0.328,0.404,0.318,0.317,98.0,-2.1,-3.8,-7.1,0.7,1.0,,0
37,2021,Alejandro Kirk,TOR,60,189,8,19,24,0,0.101,0.116,0.194,0.234,0.242,0.328,0.436,0.33,0.373,106.0,-0.7,0.6,0.3,0.7,,,0
38,2021,Jonah Heim,TEX,82,285,10,22,32,3,0.053,0.204,0.162,0.21,0.196,0.239,0.358,0.256,0.285,59.0,0.2,-14.0,11.6,0.7,,,0
39,2021,Derek Hill,DET,49,150,3,19,14,6,0.067,0.28,0.129,0.351,0.259,0.313,0.388,0.305,0.289,93.0,1.4,0.0,1.9,0.7,,,0
40,2021,Andrés Giménez,CLE,68,210,5,23,16,11,0.052,0.257,0.133,0.273,0.218,0.282,0.351,0.277,0.268,76.0,1.9,-4.2,3.9,0.7,1.0,,0
41,2021,Jose Siri,HOU,21,49,4,10,9,3,0.02,0.347,0.304,0.4,0.304,0.347,0.609,0.401,0.378,158.0,0.8,4.3,0.0,0.6,,,0
42,2021,Brandon Marsh,LAA,70,260,2,27,19,6,0.077,0.35,0.102,0.403,0.254,0.317,0.356,0.296,0.324,85.0,1.8,-3.1,0.0,0.6,1.0,,1
43,2021,Jack Mayfield,2 Tms,87,290,10,30,39,5,0.059,0.234,0.169,0.254,0.218,0.272,0.387,0.284,0.25,78.0,0.1,-7.8,3.7,0.6,,,0
44,2021,Lars Nootbaar,STL,58,124,5,15,15,2,0.105,0.226,0.183,0.273,0.239,0.317,0.422,0.316,0.286,99.0,0.7,0.5,0.9,0.6,,,0
45,2021,Matt Vierling,PHI,34,77,2,11,6,2,0.052,0.26,0.155,0.42,0.324,0.364,0.479,0.356,0.32,122.0,0.8,2.9,-0.1,0.5,,,0
46,2021,Keibert Ruiz,2 Tms,29,96,3,10,15,0,0.063,0.094,0.136,0.276,0.273,0.333,0.409,0.325,0.307,102.0,-0.6,-0.4,2.4,0.5,1.0,,1
47,2021,Kyle Isbel,KCR,28,83,1,16,7,2,0.084,0.277,0.158,0.385,0.276,0.337,0.434,0.333,0.251,107.0,1.6,2.4,-0.1,0.5,,,0
48,2021,Gavin Sheets,CHW,54,179,11,23,34,0,0.089,0.223,0.256,0.264,0.25,0.324,0.506,0.352,0.337,123.0,-1.1,4.0,-5.4,0.5,,,0
49,2021,Bobby Dalbec,BOS,133,453,25,50,78,2,0.062,0.344,0.254,0.316,0.24,0.298,0.494,0.334,0.344,106.0,-0.1,3.2,-14.1,0.5,1.0,,0
50,2021,Taylor Walls,TBR,54,176,1,15,15,4,0.131,0.278,0.086,0.304,0.211,0.314,0.296,0.279,0.28,79.0,0.7,-3.8,1.8,0.4,,,0
51,2021,Dom Nuñez,COL,81,263,10,31,33,0,0.129,0.346,0.211,0.258,0.189,0.293,0.399,0.294,0.261,68.0,-0.2,-11.0,6.0,0.4,,,0
52,2021,Estevan Florial,NYY,11,25,1,3,2,1,0.2,0.24,0.25,0.385,0.3,0.44,0.55,0.423,0.323,175.0,0.3,2.5,0.4,0.4,1.0,,0
53,2021,Jorge Mateo,2 Tms,89,209,4,19,14,10,0.043,0.263,0.129,0.324,0.247,0.293,0.376,0.291,0.287,83.0,1.5,-3.0,-0.2,0.4,1.0,,0
54,2021,Ha-Seong Kim,SDP,117,298,8,27,34,6,0.074,0.238,0.15,0.241,0.202,0.27,0.352,0.27,0.265,71.0,0.5,-10.4,4.1,0.4,,,0
55,2021,Ernie Clement,CLE,40,133,3,16,9,0,0.053,0.143,0.107,0.253,0.231,0.285,0.339,0.275,0.289,74.0,-0.2,-4.4,3.4,0.4,,,0
56,2021,Webster Rivas,SDP,24,77,2,8,4,0,0.104,0.208,0.118,0.26,0.221,0.303,0.338,0.286,0.257,82.0,-0.3,-2.1,3.0,0.3,,,0
